S,t
1.5,11906.0
1.5,10369.0
1.8000000000000003,10484.0
1.7500000000000002,10413.0
1.9500000000000004,10333.0
1.5,10366.0
1.9000000000000004,11774.0
1.45,11419.0
1.8000000000000003,12200.0
1.9000000000000004,10062.0
1.6,11075.0
1.7000000000000002,11626.0
1.8000000000000003,11186.0
1.4,14615.0
1.9000000000000004,10932.0
2.0000000000000004,10027.0
1.45,21913.0
1.5,11944.0
1.7500000000000002,10071.0
1.9500000000000004,10055.0
1.7000000000000002,10436.0
1.5,10057.0
1.6500000000000001,10206.0
1.4,16658.0
1.9500000000000004,10357.0
1.7500000000000002,10032.0
1.45,13196.0
1.9500000000000004,10075.0
1.4,20502.0
1.4,15544.0
1.6500000000000001,10412.0
1.7000000000000002,11315.0
1.55,11168.0
1.9500000000000004,10217.0
1.9500000000000004,10305.0
1.55,17696.0
1.7000000000000002,10580.0
1.7000000000000002,12178.0
1.9500000000000004,10403.0
1.8500000000000003,10405.0
1.6500000000000001,10530.0
1.45,15616.0
1.5,11337.0
2.0000000000000004,10075.0
1.9500000000000004,10440.0
1.8000000000000003,11491.0
1.45,10769.0
1.5,10542.0
2.0000000000000004,10622.0
1.55,15715.0
1.8000000000000003,10189.0
1.9000000000000004,10041.0
1.45,10368.0
1.7000000000000002,10825.0
1.4,15309.0
2.0000000000000004,11366.0
1.9500000000000004,10405.0
1.5,11861.0
1.45,11574.0
1.6500000000000001,12751.0
1.7000000000000002,12039.0
1.55,10226.0
1.8000000000000003,12064.0
1.7500000000000002,10391.0
1.4,10322.0
1.45,13966.0
1.8000000000000003,10028.0
1.8000000000000003,10404.0
1.55,13720.0
1.8500000000000003,10430.0
1.45,10234.0
1.7000000000000002,11925.0
1.7000000000000002,10587.0
1.9500000000000004,11172.0
1.45,10336.0
1.6,12310.0
1.55,10227.0
1.9500000000000004,10932.0
1.8000000000000003,10601.0
1.6500000000000001,10039.0
1.4,12604.0
1.4,11834.0
2.0000000000000004,10736.0
1.7500000000000002,10641.0
1.6500000000000001,12012.0
1.45,15669.0
1.9000000000000004,10360.0
1.4,10954.0
1.5,13015.0
1.4,13276.0
1.7000000000000002,10660.0
1.7000000000000002,12345.0
1.45,11662.0
1.7500000000000002,10128.0
1.6,11274.0
1.6500000000000001,10568.0
1.55,10796.0
1.6500000000000001,10573.0
2.0000000000000004,10182.0
1.7500000000000002,10986.0
2.0000000000000004,10478.0
1.7000000000000002,10550.0
2.0000000000000004,11563.0
1.8500000000000003,10674.0
1.6,11372.0
1.4,20017.0
1.9000000000000004,11346.0
1.55,16301.0
1.6500000000000001,10039.0
1.7500000000000002,11041.0
1.6500000000000001,10442.0
1.45,12530.0
1.55,11936.0
2.0000000000000004,11566.0
1.8500000000000003,10183.0
1.7500000000000002,10539.0
1.8500000000000003,10831.0
2.0000000000000004,10024.0
2.0000000000000004,10074.0
1.9500000000000004,10891.0
1.6,11997.0
1.6500000000000001,10689.0
1.4,14577.0
1.7500000000000002,10960.0
1.5,10734.0
1.6500000000000001,11033.0
1.5,11342.0
1.8500000000000003,10233.0
1.5,10122.0
2.0000000000000004,10102.0
